type,model,origin,destination,distance,duration
car,sellyOak,edge3268,edge30,1117.65,103.6
car,sellyOak,edge3268,edge3027,373.94,32.1
car,sellyOak,edge3268,edge3117,1219.28,100.7
car,sellyOak,edge3268,edge3179,3164.94,230.7
car,sellyOak,edge3268,edge3262,3266.96,238.4
car,sellyOak,edge3268,edge3263,3265.7,236.3
car,sellyOak,edge3268,edge3350,677.02,60.1
car,sellyOak,edge3268,edge3352,3072.38,230.4
car,sellyOak,edge3268,edge3356,885.75,86.7
car,sellyOak,edge3268,edge50,2013.09,164.3
car,sellyOak,edge3268,edge52.22,2764.41,209.6
car,sellyOak,edge3268,edge68,3069.3,221.4
car,sellyOak,edge3268,edge74,1417.57,115.4
car,sellyOak,edge3268,edge8,3043.18,219.5
car,sellyOak,edge3268,edge80,1522.4,123.2
car,sellyOak,edge3268,edge83,966.76,75.5
car,sellyOak,edge3269,edge118,235.37,23.8
car,sellyOak,edge3269,edge119,311.89,29.8
car,sellyOak,edge3269,edge12,658.59,59.9
car,sellyOak,edge3269,edge120,305.41,26.1
car,sellyOak,edge3269,edge127,1746.65,143.3
car,sellyOak,edge3269,edge16,471.88,47.4
car,sellyOak,edge3269,edge169,1094.41,88.2
car,sellyOak,edge3269,edge180,1374.96,123.2
car,sellyOak,edge3269,edge217,1621.86,133.9
car,sellyOak,edge3269,edge25,1258.31,107.9
car,sellyOak,edge3269,edge267,1340.08,106.6
car,sellyOak,edge3269,edge271,1789.58,162.0
car,sellyOak,edge3269,edge294,3389.15,248.8
car,sellyOak,edge3269,edge30,1377.28,126.3
car,sellyOak,edge3269,edge3027,633.57,54.6
car,sellyOak,edge3269,edge3117,1478.91,123.5
car,sellyOak,edge3269,edge3179,3424.57,253.3
car,sellyOak,edge3269,edge3262,3526.59,261.1
car,sellyOak,edge3269,edge3263,3525.33,258.9
car,sellyOak,edge3269,edge3350,321.62,30.4
car,sellyOak,edge3269,edge3352,3332.01,252.8
car,sellyOak,edge3269,edge3356,1145.38,109.2
car,sellyOak,edge3269,edge50,2272.72,187.1
car,sellyOak,edge3269,edge52.22,3024.04,232.2
car,sellyOak,edge3269,edge68,3328.93,244.2
car,sellyOak,edge3269,edge74,1677.2,138.1
car,sellyOak,edge3269,edge8,3302.81,242.3
car,sellyOak,edge3269,edge80,1782.03,146.2
car,sellyOak,edge3269,edge83,1226.39,98.2
car,sellyOak,edge3351,edge118,175.83,13.2
car,sellyOak,edge3351,edge119,263.04,19.8
car,sellyOak,edge3351,edge12,609.74,50.1
car,sellyOak,edge3351,edge120,871.59,68.4
car,sellyOak,edge3351,edge127,1697.8,133.4
car,sellyOak,edge3351,edge16,423.03,37.4
car,sellyOak,edge3351,edge169,1045.56,78.4
car,sellyOak,edge3351,edge180,1326.11,113.1
car,sellyOak,edge3351,edge217,1573.01,124.0
car,sellyOak,edge3351,edge25,1209.46,98.1
car,sellyOak,edge3351,edge267,1291.23,96.7
car,sellyOak,edge3351,edge271,1740.73,152.0
car,sellyOak,edge3351,edge294,3340.3,238.8
car,sellyOak,edge3351,edge30,1328.43,116.2
car,sellyOak,edge3351,edge3027,584.72,44.8
car,sellyOak,edge3351,edge3117,1430.06,113.3
car,sellyOak,edge3351,edge3179,3375.72,243.3
car,sellyOak,edge3351,edge3262,3477.74,251.0
car,sellyOak,edge3351,edge3263,3476.48,249.0
car,sellyOak,edge3351,edge3350,272.77,20.5
car,sellyOak,edge3351,edge3352,3283.16,243.2
car,sellyOak,edge3351,edge3356,1096.53,99.3
car,sellyOak,edge3351,edge50,2223.87,177.1
car,sellyOak,edge3351,edge52.22,2975.19,222.4
car,sellyOak,edge3351,edge68,3280.08,234.1
car,sellyOak,edge3351,edge74,1628.35,128.3
car,sellyOak,edge3351,edge8,3253.96,232.3
car,sellyOak,edge3351,edge80,1733.18,136.2
car,sellyOak,edge3351,edge83,1177.54,88.3
car,sellyOak,edge43,edge118,1693.55,142.2
car,sellyOak,edge43,edge119,1770.07,148.0
car,sellyOak,edge43,edge12,1489.41,124.9
car,sellyOak,edge43,edge120,1763.59,144.2
car,sellyOak,edge43,edge127,465.71,37.7
car,sellyOak,edge43,edge16,1284.69,107.7
car,sellyOak,edge43,edge169,822.83,70.9
car,sellyOak,edge43,edge180,2218.11,189.1
car,sellyOak,edge43,edge217,484.61,59.6
car,sellyOak,edge43,edge25,2101.46,174.1
car,sellyOak,edge43,edge267,2183.23,172.6
car,sellyOak,edge43,edge271,384.31,31.7
car,sellyOak,edge43,edge294,2108.21,142.9
car,sellyOak,edge43,edge30,2220.43,192.3
car,sellyOak,edge43,edge3027,1117.04,93.7
car,sellyOak,edge43,edge3117,208.46,18.4
car,sellyOak,edge43,edge3179,2143.63,147.4
car,sellyOak,edge43,edge3262,2245.65,155.3
car,sellyOak,edge43,edge3263,2244.39,153.2
car,sellyOak,edge43,edge3350,1779.8,148.7
car,sellyOak,edge43,edge3352,2051.07,147.3
car,sellyOak,edge43,edge3356,900.7,85.4
car,sellyOak,edge43,edge50,991.78,81.4
car,sellyOak,edge43,edge52.22,1743.1,126.6
car,sellyOak,edge43,edge68,2047.99,138.5
car,sellyOak,edge43,edge74,94.8,9.9
car,sellyOak,edge43,edge8,2021.87,136.5
car,sellyOak,edge43,edge80,803.26,63.1
car,sellyOak,edge43,edge83,2069.54,164.4
car,sellyOak,edge77,edge118,1478.36,127.6
car,sellyOak,edge77,edge119,1554.88,133.4
car,sellyOak,edge77,edge12,1274.22,110.2
car,sellyOak,edge77,edge120,1548.4,129.8
car,sellyOak,edge77,edge127,729.83,71.5
car,sellyOak,edge77,edge16,1069.5,93.2
car,sellyOak,edge77,edge169,607.64,56.1
car,sellyOak,edge77,edge180,2002.92,174.6
car,sellyOak,edge77,edge217,442.05,49.9
car,sellyOak,edge77,edge25,1886.27,159.5
car,sellyOak,edge77,edge267,1968.04,158.1
car,sellyOak,edge77,edge271,648.43,65.4
car,sellyOak,edge77,edge294,2372.33,176.8
car,sellyOak,edge77,edge30,2005.24,177.7
car,sellyOak,edge77,edge3027,901.85,79.2
car,sellyOak,edge77,edge3117,472.58,52.3
car,sellyOak,edge77,edge3179,2407.75,181.3
car,sellyOak,edge77,edge3262,2509.77,189.0
car,sellyOak,edge77,edge3263,2508.51,187.1
car,sellyOak,edge77,edge3350,1564.61,134.3
car,sellyOak,edge77,edge3352,2315.19,181.1
car,sellyOak,edge77,edge3356,685.51,70.9
car,sellyOak,edge77,edge50,1255.9,115.1
car,sellyOak,edge77,edge52.22,2007.22,160.4
car,sellyOak,edge77,edge68,2312.11,172.3
car,sellyOak,edge77,edge74,497.39,54.1
car,sellyOak,edge77,edge8,2285.99,170.4
car,sellyOak,edge77,edge80,1067.38,96.7
car,sellyOak,edge77,edge83,1854.35,149.5
car,sellyOak,edge93,edge118,3484.97,255.5
car,sellyOak,edge93,edge119,3561.49,261.5
car,sellyOak,edge93,edge12,3280.83,238.2
car,sellyOak,edge93,edge120,3555.01,257.7
car,sellyOak,edge93,edge127,1904.84,124.8
car,sellyOak,edge93,edge16,3076.11,221.2
car,sellyOak,edge93,edge169,2614.25,184.4
car,sellyOak,edge93,edge180,4009.53,302.6
car,sellyOak,edge93,edge217,2113.52,140.5
car,sellyOak,edge93,edge25,3892.88,287.6
car,sellyOak,edge93,edge267,3974.65,286.1
car,sellyOak,edge93,edge271,2175.73,145.1
car,sellyOak,edge93,edge294,1626.28,126.8
car,sellyOak,edge93,edge30,4011.85,305.7
car,sellyOak,edge93,edge3027,2908.46,207.3
car,sellyOak,edge93,edge3117,1987.93,131.1
car,sellyOak,edge93,edge3179,330.78,26.7
car,sellyOak,edge93,edge3262,432.8,34.5
car,sellyOak,edge93,edge3263,431.54,32.4
car,sellyOak,edge93,edge3350,3571.22,262.2
car,sellyOak,edge93,edge3352,538.28,44.1
car,sellyOak,edge93,edge3356,2692.12,198.9
car,sellyOak,edge93,edge50,1507.9,110.9
car,sellyOak,edge93,edge52.22,879.35,71.3
car,sellyOak,edge93,edge68,705.56,52.9
car,sellyOak,edge93,edge74,2168.86,144.7
car,sellyOak,edge93,edge8,662.24,49.7
car,sellyOak,edge93,edge80,2594.68,176.6
car,sellyOak,edge93,edge83,3860.96,277.8
bus,sellyOak,edge0,edge118,1827.71,162.5
bus,sellyOak,edge0,edge119,1904.23,168.8
bus,sellyOak,edge0,edge12,1623.57,139.2
bus,sellyOak,edge0,edge120,1897.75,161.8
bus,sellyOak,edge0,edge127,1145.79,82.5
bus,sellyOak,edge0,edge16,1418.85,122.0
bus,sellyOak,edge0,edge169,956.99,84.7
bus,sellyOak,edge0,edge180,2352.27,208.8
bus,sellyOak,edge0,edge217,456.26,34.1
bus,sellyOak,edge0,edge25,2235.62,191.2
bus,sellyOak,edge0,edge267,2317.39,190.4
bus,sellyOak,edge0,edge271,518.47,38.8
bus,sellyOak,edge0,edge294,1872.04,122.8
bus,sellyOak,edge0,edge30,2354.59,212.7
bus,sellyOak,edge0,edge3027,1251.2,107.7
bus,sellyOak,edge0,edge3117,330.67,24.7
bus,sellyOak,edge0,edge3179,1907.46,127.3
bus,sellyOak,edge0,edge3262,2009.48,135.1
bus,sellyOak,edge0,edge3263,2008.22,133.0
bus,sellyOak,edge0,edge3350,1913.96,169.8
bus,sellyOak,edge0,edge3352,1814.9,134.8
bus,sellyOak,edge0,edge3356,1034.86,96.4
bus,sellyOak,edge0,edge50,755.61,63.9
bus,sellyOak,edge0,edge52.22,1506.93,115.1
bus,sellyOak,edge0,edge68,1811.82,118.3
bus,sellyOak,edge0,edge74,511.6,38.3
bus,sellyOak,edge0,edge8,1785.7,116.4
bus,sellyOak,edge0,edge80,937.42,70.1
bus,sellyOak,edge0,edge83,2203.7,177.9
bus,sellyOak,edge100,edge118,714.43,66.1
bus,sellyOak,edge100,edge119,790.95,72.2
bus,sellyOak,edge100,edge12,510.29,42.9
bus,sellyOak,edge100,edge120,784.47,65.2
bus,sellyOak,edge100,edge127,1267.16,108.1
bus,sellyOak,edge100,edge16,305.57,25.6
bus,sellyOak,edge100,edge169,614.92,46.0
bus,sellyOak,edge100,edge180,1238.99,112.4
bus,sellyOak,edge100,edge217,1142.37,98.9
bus,sellyOak,edge100,edge25,1122.34,95.0
bus,sellyOak,edge100,edge267,1204.11,94.0
bus,sellyOak,edge100,edge271,1310.09,131.3
bus,sellyOak,edge100,edge294,2909.66,213.4
bus,sellyOak,edge100,edge30,1241.31,116.6
bus,sellyOak,edge100,edge3027,1112.63,97.5
bus,sellyOak,edge100,edge3117,999.42,88.1
bus,sellyOak,edge100,edge3179,2945.08,218.4
bus,sellyOak,edge100,edge3262,3047.1,225.8
bus,sellyOak,edge100,edge3263,3045.84,223.9
bus,sellyOak,edge100,edge3350,800.68,73.2
bus,sellyOak,edge100,edge3352,2852.52,225.4
bus,sellyOak,edge100,edge3356,665.89,73.4
bus,sellyOak,edge100,edge50,1793.23,154.4
bus,sellyOak,edge100,edge52.22,2544.55,206.2
bus,sellyOak,edge100,edge68,2849.44,209.0
bus,sellyOak,edge100,edge74,1197.71,102.9
bus,sellyOak,edge100,edge8,2823.32,207.1
bus,sellyOak,edge100,edge80,1302.54,110.8
bus,sellyOak,edge100,edge83,1090.42,81.5
bus,sellyOak,edge104,edge118,1559.61,142.5
bus,sellyOak,edge104,edge119,1636.13,148.9
bus,sellyOak,edge104,edge12,1355.47,119.2
bus,sellyOak,edge104,edge120,1629.65,141.5
bus,sellyOak,edge104,edge127,312.0,23.4
bus,sellyOak,edge104,edge16,1150.75,102.1
bus,sellyOak,edge104,edge169,688.89,64.9
bus,sellyOak,edge104,edge180,2084.17,189.1
bus,sellyOak,edge104,edge217,197.91,14.8
bus,sellyOak,edge104,edge25,1967.52,171.0
bus,sellyOak,edge104,edge267,2049.29,170.5
bus,sellyOak,edge104,edge271,250.37,18.7
bus,sellyOak,edge104,edge294,1954.5,128.9
bus,sellyOak,edge104,edge30,2086.49,193.0
bus,sellyOak,edge104,edge3027,983.1,87.9
bus,sellyOak,edge104,edge3117,553.83,58.9
bus,sellyOak,edge104,edge3179,1989.92,133.4
bus,sellyOak,edge104,edge3262,2091.94,141.1
bus,sellyOak,edge104,edge3263,2090.68,139.0
bus,sellyOak,edge104,edge3350,1645.86,149.4
bus,sellyOak,edge104,edge3352,1897.36,141.1
bus,sellyOak,edge104,edge3356,766.76,76.3
bus,sellyOak,edge104,edge50,838.07,69.9
bus,sellyOak,edge104,edge52.22,1589.39,121.0
bus,sellyOak,edge104,edge68,1894.28,124.3
bus,sellyOak,edge104,edge74,253.25,19.0
bus,sellyOak,edge104,edge8,1868.16,122.4
bus,sellyOak,edge104,edge80,669.32,50.0
bus,sellyOak,edge104,edge83,1935.6,158.1
bus,sellyOak,edge113,edge118,3510.99,270.9
bus,sellyOak,edge113,edge119,3587.51,277.4
bus,sellyOak,edge113,edge12,3306.85,247.7
bus,sellyOak,edge113,edge120,3581.03,270.1
bus,sellyOak,edge113,edge127,1930.86,126.9
bus,sellyOak,edge113,edge16,3102.13,230.5
bus,sellyOak,edge113,edge169,2640.27,193.5
bus,sellyOak,edge113,edge180,4035.55,317.2
bus,sellyOak,edge113,edge217,2139.54,142.6
bus,sellyOak,edge113,edge25,3918.9,300.0
bus,sellyOak,edge113,edge267,4000.67,298.7
bus,sellyOak,edge113,edge271,2201.75,147.2
bus,sellyOak,edge113,edge294,347.48,26.0
bus,sellyOak,edge113,edge30,4037.87,321.5
bus,sellyOak,edge113,edge3027,2934.48,216.1
bus,sellyOak,edge113,edge3117,2013.95,133.2
bus,sellyOak,edge113,edge3179,1687.72,136.9
bus,sellyOak,edge113,edge3262,180.72,15.6
bus,sellyOak,edge113,edge3263,179.46,13.5
bus,sellyOak,edge113,edge3350,3597.24,277.9
bus,sellyOak,edge113,edge3352,551.28,48.4
bus,sellyOak,edge113,edge3356,2718.14,204.8
bus,sellyOak,edge113,edge50,1533.92,113.2
bus,sellyOak,edge113,edge52.22,892.35,76.4
bus,sellyOak,edge113,edge68,731.58,54.7
bus,sellyOak,edge113,edge74,2194.88,146.7
bus,sellyOak,edge113,edge8,688.26,51.5
bus,sellyOak,edge113,edge80,2620.7,178.6
bus,sellyOak,edge113,edge83,3886.98,286.5
bus,sellyOak,edge116,edge118,3593.74,277.0
bus,sellyOak,edge116,edge119,3670.26,283.2
bus,sellyOak,edge116,edge12,3389.6,253.9
bus,sellyOak,edge116,edge120,3663.78,276.3
bus,sellyOak,edge116,edge127,2013.61,133.1
bus,sellyOak,edge116,edge16,3184.88,236.8
bus,sellyOak,edge116,edge169,2723.02,199.4
bus,sellyOak,edge116,edge180,4118.3,323.4
bus,sellyOak,edge116,edge217,2222.29,148.7
bus,sellyOak,edge116,edge25,4001.65,306.0
bus,sellyOak,edge116,edge267,4083.42,305.0
bus,sellyOak,edge116,edge271,2284.5,153.4
bus,sellyOak,edge116,edge294,430.23,32.2
bus,sellyOak,edge116,edge30,4120.62,327.5
bus,sellyOak,edge116,edge3027,3017.23,222.2
bus,sellyOak,edge116,edge3117,2096.7,139.3
bus,sellyOak,edge116,edge3179,180.48,15.5
bus,sellyOak,edge116,edge3262,1872.49,151.3
bus,sellyOak,edge116,edge3263,95.19,7.2
bus,sellyOak,edge116,edge3350,3679.99,284.0
bus,sellyOak,edge116,edge3352,634.03,54.8
bus,sellyOak,edge116,edge3356,2800.89,211.0
bus,sellyOak,edge116,edge50,1616.67,119.4
bus,sellyOak,edge116,edge52.22,975.1,82.5
bus,sellyOak,edge116,edge68,814.33,60.9
bus,sellyOak,edge116,edge74,2277.63,152.8
bus,sellyOak,edge116,edge8,771.01,57.6
bus,sellyOak,edge116,edge80,2703.45,184.7
bus,sellyOak,edge116,edge83,3969.73,292.7
bus,sellyOak,edge117,edge118,3601.67,277.8
bus,sellyOak,edge117,edge119,3678.19,284.0
bus,sellyOak,edge117,edge12,3397.53,254.9
bus,sellyOak,edge117,edge120,3671.71,277.0
bus,sellyOak,edge117,edge127,2021.54,133.7
bus,sellyOak,edge117,edge16,3192.81,236.9
bus,sellyOak,edge117,edge169,2730.95,200.0
bus,sellyOak,edge117,edge180,4126.23,324.3
bus,sellyOak,edge117,edge217,2230.22,149.3
bus,sellyOak,edge117,edge25,4009.58,306.6
bus,sellyOak,edge117,edge267,4091.35,305.8
bus,sellyOak,edge117,edge271,2292.43,154.0
bus,sellyOak,edge117,edge294,438.16,32.8
bus,sellyOak,edge117,edge30,4128.55,327.8
bus,sellyOak,edge117,edge3027,3025.16,223.2
bus,sellyOak,edge117,edge3117,2104.63,140.0
bus,sellyOak,edge117,edge3179,188.41,16.1
bus,sellyOak,edge117,edge3262,88.59,8.6
bus,sellyOak,edge117,edge3263,1879.16,149.5
bus,sellyOak,edge117,edge3350,3687.92,284.7
bus,sellyOak,edge117,edge3352,641.96,55.2
bus,sellyOak,edge117,edge3356,2808.82,211.5
bus,sellyOak,edge117,edge50,1624.6,120.0
bus,sellyOak,edge117,edge52.22,983.03,83.3
bus,sellyOak,edge117,edge68,822.26,61.5
bus,sellyOak,edge117,edge74,2285.56,153.5
bus,sellyOak,edge117,edge8,778.94,58.2
bus,sellyOak,edge117,edge80,2711.38,185.3
bus,sellyOak,edge117,edge83,3977.66,293.0
bus,sellyOak,edge121,edge118,3421.9,291.6
bus,sellyOak,edge121,edge119,3498.42,298.0
bus,sellyOak,edge121,edge12,3217.76,268.6
bus,sellyOak,edge121,edge120,3491.94,290.1
bus,sellyOak,edge121,edge127,1841.77,147.4
bus,sellyOak,edge121,edge16,3013.04,251.0
bus,sellyOak,edge121,edge169,2551.18,213.5
bus,sellyOak,edge121,edge180,3946.46,337.6
bus,sellyOak,edge121,edge217,2050.45,163.3
bus,sellyOak,edge121,edge25,3829.81,320.2
bus,sellyOak,edge121,edge267,3911.58,319.0
bus,sellyOak,edge121,edge271,2112.66,167.8
bus,sellyOak,edge121,edge294,529.87,48.3
bus,sellyOak,edge121,edge30,3948.78,341.9
bus,sellyOak,edge121,edge3027,2845.39,236.5
bus,sellyOak,edge121,edge3117,1924.86,153.7
bus,sellyOak,edge121,edge3179,552.23,51.9
bus,sellyOak,edge121,edge3262,654.25,59.6
bus,sellyOak,edge121,edge3263,652.99,57.5
bus,sellyOak,edge121,edge3350,3508.15,298.4
bus,sellyOak,edge121,edge3352,1020.55,108.5
bus,sellyOak,edge121,edge3356,2629.05,225.2
bus,sellyOak,edge121,edge50,1444.83,133.9
bus,sellyOak,edge121,edge52.22,526.75,57.9
bus,sellyOak,edge121,edge68,898.4,75.8
bus,sellyOak,edge121,edge74,2105.79,166.9
bus,sellyOak,edge121,edge8,855.08,72.6
bus,sellyOak,edge121,edge80,2531.61,198.9
bus,sellyOak,edge121,edge83,3797.89,307.3
bus,sellyOak,edge125,edge118,1229.26,129.3
bus,sellyOak,edge125,edge119,1305.78,135.6
bus,sellyOak,edge125,edge12,1025.12,106.1
bus,sellyOak,edge125,edge120,1299.3,128.3
bus,sellyOak,edge125,edge127,1039.95,102.3
bus,sellyOak,edge125,edge16,820.4,88.9
bus,sellyOak,edge125,edge169,564.68,59.7
bus,sellyOak,edge125,edge180,1753.82,175.5
bus,sellyOak,edge125,edge217,915.16,92.8
bus,sellyOak,edge125,edge25,1637.17,158.3
bus,sellyOak,edge125,edge267,1718.94,157.2
bus,sellyOak,edge125,edge271,1082.88,125.5
bus,sellyOak,edge125,edge294,2682.45,207.7
bus,sellyOak,edge125,edge30,1756.14,179.8
bus,sellyOak,edge125,edge3027,652.75,74.5
bus,sellyOak,edge125,edge3117,772.21,82.3
bus,sellyOak,edge125,edge3179,2717.87,212.3
bus,sellyOak,edge125,edge3262,2819.89,220.2
bus,sellyOak,edge125,edge3263,2818.63,217.9
bus,sellyOak,edge125,edge3350,1315.51,136.3
bus,sellyOak,edge125,edge3352,2625.31,220.2
bus,sellyOak,edge125,edge3356,848.89,103.1
bus,sellyOak,edge125,edge50,1566.02,148.8
bus,sellyOak,edge125,edge52.22,2317.34,200.1
bus,sellyOak,edge125,edge68,2622.23,203.2
bus,sellyOak,edge125,edge74,970.5,97.2
bus,sellyOak,edge125,edge8,2596.11,201.0
bus,sellyOak,edge125,edge80,1075.33,104.8
bus,sellyOak,edge125,edge83,1605.25,144.9
bus,sellyOak,edge140,edge118,3389.82,262.2
bus,sellyOak,edge140,edge119,3466.34,268.3
bus,sellyOak,edge140,edge12,3185.68,238.7
bus,sellyOak,edge140,edge120,3459.86,261.0
bus,sellyOak,edge140,edge127,1809.69,117.9
bus,sellyOak,edge140,edge16,2980.96,221.3
bus,sellyOak,edge140,edge169,2519.1,184.4
bus,sellyOak,edge140,edge180,3914.38,308.5
bus,sellyOak,edge140,edge217,2018.37,133.5
bus,sellyOak,edge140,edge25,3797.73,290.7
bus,sellyOak,edge140,edge267,3879.5,290.0
bus,sellyOak,edge140,edge271,2080.58,138.2
bus,sellyOak,edge140,edge294,627.18,46.9
bus,sellyOak,edge140,edge30,3916.7,312.3
bus,sellyOak,edge140,edge3027,2813.31,207.4
bus,sellyOak,edge140,edge3117,1892.78,124.2
bus,sellyOak,edge140,edge3179,662.6,51.4
bus,sellyOak,edge140,edge3262,764.62,59.2
bus,sellyOak,edge140,edge3263,763.36,57.1
bus,sellyOak,edge140,edge3350,3476.07,268.9
bus,sellyOak,edge140,edge3352,854.32,71.2
bus,sellyOak,edge140,edge3356,2596.97,195.8
bus,sellyOak,edge140,edge50,1412.75,104.2
bus,sellyOak,edge140,edge52.22,1101.56,92.1
bus,sellyOak,edge140,edge68,598.75,44.8
bus,sellyOak,edge140,edge74,2073.71,137.6
bus,sellyOak,edge140,edge8,1444.79,116.9
bus,sellyOak,edge140,edge80,2499.53,169.4
bus,sellyOak,edge140,edge83,3765.81,277.4
bus,sellyOak,edge159,edge118,716.12,66.0
bus,sellyOak,edge159,edge119,792.64,72.6
bus,sellyOak,edge159,edge12,1139.34,103.3
bus,sellyOak,edge159,edge120,786.16,65.6
bus,sellyOak,edge159,edge127,2227.4,192.9
bus,sellyOak,edge159,edge16,952.63,92.3
bus,sellyOak,edge159,edge169,1575.16,131.1
bus,sellyOak,edge159,edge180,1240.68,112.6
bus,sellyOak,edge159,edge217,2102.61,183.5
bus,sellyOak,edge159,edge25,1124.03,95.0
bus,sellyOak,edge159,edge267,1205.8,94.0
bus,sellyOak,edge159,edge271,2270.33,215.9
bus,sellyOak,edge159,edge294,3869.9,298.7
bus,sellyOak,edge159,edge30,1243.0,116.9
bus,sellyOak,edge159,edge3027,1114.32,97.5
bus,sellyOak,edge159,edge3117,1959.66,172.7
bus,sellyOak,edge159,edge3179,3905.32,302.8
bus,sellyOak,edge159,edge3262,4007.34,310.8
bus,sellyOak,edge159,edge3263,4006.08,308.4
bus,sellyOak,edge159,edge3350,802.37,73.2
bus,sellyOak,edge159,edge3352,3812.76,311.0
bus,sellyOak,edge159,edge3356,1626.13,158.2
bus,sellyOak,edge159,edge50,2753.47,239.2
bus,sellyOak,edge159,edge52.22,3504.79,290.5
bus,sellyOak,edge159,edge68,3809.68,293.6
bus,sellyOak,edge159,edge74,2157.95,187.2
bus,sellyOak,edge159,edge8,3783.56,291.9
bus,sellyOak,edge159,edge80,2262.78,195.1
bus,sellyOak,edge159,edge83,1092.11,81.6
bus,sellyOak,edge172,edge118,1035.86,92.3
bus,sellyOak,edge172,edge119,1112.38,98.8
bus,sellyOak,edge172,edge12,1187.87,102.5
bus,sellyOak,edge172,edge120,1105.9,91.6
bus,sellyOak,edge172,edge127,2290.01,193.3
bus,sellyOak,edge172,edge16,1015.24,92.7
bus,sellyOak,edge172,edge169,1637.77,131.3
bus,sellyOak,edge172,edge180,337.99,42.7
bus,sellyOak,edge172,edge217,2165.22,184.2
bus,sellyOak,edge172,edge25,877.89,86.7
bus,sellyOak,edge172,edge267,303.11,28.4
bus,sellyOak,edge172,edge271,2332.94,216.5
bus,sellyOak,edge172,edge294,3932.51,298.7
bus,sellyOak,edge172,edge30,834.72,80.7
bus,sellyOak,edge172,edge3027,1176.93,97.9
bus,sellyOak,edge172,edge3117,2022.27,173.0
bus,sellyOak,edge172,edge3179,3967.93,303.1
bus,sellyOak,edge172,edge3262,4069.95,311.0
bus,sellyOak,edge172,edge3263,4068.69,309.2
bus,sellyOak,edge172,edge3350,1122.11,99.5
bus,sellyOak,edge172,edge3352,3875.37,310.9
bus,sellyOak,edge172,edge3356,1688.74,158.6
bus,sellyOak,edge172,edge50,2816.08,239.8
bus,sellyOak,edge172,edge52.22,3567.4,291.8
bus,sellyOak,edge172,edge68,3872.29,294.5
bus,sellyOak,edge172,edge74,2220.56,188.2
bus,sellyOak,edge172,edge8,3846.17,292.5
bus,sellyOak,edge172,edge80,2325.39,195.8
bus,sellyOak,edge172,edge83,2026.88,166.8
bus,sellyOak,edge177,edge118,700.08,73.3
bus,sellyOak,edge177,edge119,776.6,79.6
bus,sellyOak,edge177,edge12,852.09,83.4
bus,sellyOak,edge177,edge120,770.12,72.6
bus,sellyOak,edge177,edge127,1954.23,174.2
bus,sellyOak,edge177,edge16,679.46,73.7
bus,sellyOak,edge177,edge169,1301.99,112.4
bus,sellyOak,edge177,edge180,1839.67,178.9
bus,sellyOak,edge177,edge217,1829.44,164.6
bus,sellyOak,edge177,edge25,1723.02,161.4
bus,sellyOak,edge177,edge267,1804.79,160.4
bus,sellyOak,edge177,edge271,1997.16,197.9
bus,sellyOak,edge177,edge294,3596.73,279.9
bus,sellyOak,edge177,edge30,1841.99,183.1
bus,sellyOak,edge177,edge3027,841.15,79.0
bus,sellyOak,edge177,edge3117,1686.49,154.2
bus,sellyOak,edge177,edge3179,3632.15,284.4
bus,sellyOak,edge177,edge3262,3734.17,292.1
bus,sellyOak,edge177,edge3263,3732.91,289.8
bus,sellyOak,edge177,edge3350,786.33,80.5
bus,sellyOak,edge177,edge3352,3539.59,292.4
bus,sellyOak,edge177,edge3356,1352.96,139.9
bus,sellyOak,edge177,edge50,2480.3,220.6
bus,sellyOak,edge177,edge52.22,3231.62,272.1
bus,sellyOak,edge177,edge68,3536.51,275.2
bus,sellyOak,edge177,edge74,1884.78,169.1
bus,sellyOak,edge177,edge8,3510.39,273.3
bus,sellyOak,edge177,edge80,1989.61,177.0
bus,sellyOak,edge177,edge83,1691.1,148.3
bus,sellyOak,edge223,edge118,2331.81,206.5
bus,sellyOak,edge223,edge119,2408.33,213.3
bus,sellyOak,edge223,edge12,2127.67,183.7
bus,sellyOak,edge223,edge120,2401.85,206.2
bus,sellyOak,edge223,edge127,751.68,62.6
bus,sellyOak,edge223,edge16,1922.95,166.2
bus,sellyOak,edge223,edge169,1461.09,128.6
bus,sellyOak,edge223,edge180,2856.37,253.1
bus,sellyOak,edge223,edge217,960.36,78.4
bus,sellyOak,edge223,edge25,2739.72,235.2
bus,sellyOak,edge223,edge267,2821.49,234.5
bus,sellyOak,edge223,edge271,1022.57,82.8
bus,sellyOak,edge223,edge294,1514.2,121.1
bus,sellyOak,edge223,edge30,2858.69,257.4
bus,sellyOak,edge223,edge3027,1755.3,151.7
bus,sellyOak,edge223,edge3117,834.77,68.9
bus,sellyOak,edge223,edge3179,1549.62,125.6
bus,sellyOak,edge223,edge3262,1651.64,133.6
bus,sellyOak,edge223,edge3263,1650.38,131.3
bus,sellyOak,edge223,edge3350,2418.06,213.5
bus,sellyOak,edge223,edge3352,1457.06,133.4
bus,sellyOak,edge223,edge3356,1538.96,140.6
bus,sellyOak,edge223,edge50,1453.2,126.5
bus,sellyOak,edge223,edge52.22,1149.09,113.3
bus,sellyOak,edge223,edge68,1453.98,116.6
bus,sellyOak,edge223,edge74,1015.7,82.3
bus,sellyOak,edge223,edge8,1427.86,114.8
bus,sellyOak,edge223,edge80,1441.52,114.2
bus,sellyOak,edge223,edge83,2707.8,222.1
