type,model,origin,destination,distance,duration
lgv,sellyOak,edge172,edge12,1193.37,99.5
lgv,sellyOak,edge172,edge120,1111.4,88.9
lgv,sellyOak,edge172,edge127,2295.51,185.2
lgv,sellyOak,edge172,edge16,1020.74,88.3
lgv,sellyOak,edge172,edge169,1643.27,128.6
lgv,sellyOak,edge172,edge180,343.49,40.1
lgv,sellyOak,edge172,edge217,2170.72,175.8
lgv,sellyOak,edge172,edge25,883.39,81.1
lgv,sellyOak,edge172,edge267,308.61,24.6
lgv,sellyOak,edge172,edge271,2338.44,205.0
lgv,sellyOak,edge172,edge294,3938.01,290.5
lgv,sellyOak,edge172,edge30,840.22,78.1
lgv,sellyOak,edge172,edge3027,1182.43,95.2
lgv,sellyOak,edge172,edge3117,2027.77,165.3
lgv,sellyOak,edge172,edge3179,3973.43,295.1
lgv,sellyOak,edge172,edge3262,4075.45,302.8
lgv,sellyOak,edge172,edge3263,4074.19,300.7
lgv,sellyOak,edge172,edge3350,1127.61,93.9
lgv,sellyOak,edge172,edge3352,3880.87,296.7
lgv,sellyOak,edge172,edge3356,1694.24,151.1
lgv,sellyOak,edge172,edge50,2821.58,229.6
lgv,sellyOak,edge172,edge52.22,3572.9,276.2
lgv,sellyOak,edge172,edge68,3877.79,286.2
lgv,sellyOak,edge172,edge74,2226.06,180.0
lgv,sellyOak,edge172,edge8,3851.67,284.2
lgv,sellyOak,edge172,edge80,2330.89,187.8
lgv,sellyOak,edge172,edge83,2032.38,161.7
lgv,sellyOak,edge177,edge118,705.58,69.4
lgv,sellyOak,edge177,edge119,782.1,75.1
lgv,sellyOak,edge177,edge12,857.59,81.2
lgv,sellyOak,edge177,edge120,775.62,70.6
lgv,sellyOak,edge177,edge127,1959.73,166.8
lgv,sellyOak,edge177,edge16,684.96,70.0
lgv,sellyOak,edge177,edge169,1307.49,110.5
lgv,sellyOak,edge177,edge180,1845.17,169.6
lgv,sellyOak,edge177,edge217,1834.94,157.5
lgv,sellyOak,edge177,edge25,1728.52,154.0
lgv,sellyOak,edge177,edge267,1810.29,152.8
lgv,sellyOak,edge177,edge271,2002.66,186.5
lgv,sellyOak,edge177,edge294,3602.23,272.3
lgv,sellyOak,edge177,edge30,1847.49,173.3
lgv,sellyOak,edge177,edge3027,846.65,77.0
lgv,sellyOak,edge177,edge3117,1691.99,146.9
lgv,sellyOak,edge177,edge3179,3637.65,277.0
lgv,sellyOak,edge177,edge3262,3739.67,284.6
lgv,sellyOak,edge177,edge3263,3738.41,282.3
lgv,sellyOak,edge177,edge3350,791.83,75.6
lgv,sellyOak,edge177,edge3352,3545.09,278.4
lgv,sellyOak,edge177,edge3356,1358.46,132.9
lgv,sellyOak,edge177,edge50,2485.8,211.2
lgv,sellyOak,edge177,edge52.22,3237.12,257.7
lgv,sellyOak,edge177,edge68,3542.01,267.6
lgv,sellyOak,edge177,edge74,1890.28,162.0
lgv,sellyOak,edge177,edge8,3515.89,266.0
lgv,sellyOak,edge177,edge80,1995.11,169.7
lgv,sellyOak,edge177,edge83,1696.6,143.5
lgv,sellyOak,edge223,edge118,2337.31,193.1
lgv,sellyOak,edge223,edge119,2413.83,198.7
lgv,sellyOak,edge223,edge12,2133.17,174.2
lgv,sellyOak,edge223,edge120,2407.35,194.3
lgv,sellyOak,edge223,edge127,757.18,59.2
lgv,sellyOak,edge223,edge16,1928.45,157.1
lgv,sellyOak,edge223,edge169,1466.59,120.2
lgv,sellyOak,edge223,edge180,2861.87,239.5
lgv,sellyOak,edge223,edge217,965.86,75.1
lgv,sellyOak,edge223,edge25,2745.22,224.0
lgv,sellyOak,edge223,edge267,2826.99,222.6
lgv,sellyOak,edge223,edge271,1028.07,79.4
lgv,sellyOak,edge223,edge294,1519.7,117.2
lgv,sellyOak,edge223,edge30,2864.19,242.7
lgv,sellyOak,edge223,edge3027,1760.8,143.1
lgv,sellyOak,edge223,edge3117,840.27,65.3
lgv,sellyOak,edge223,edge3179,1555.12,121.8
lgv,sellyOak,edge223,edge3262,1657.14,129.7
lgv,sellyOak,edge223,edge3263,1655.88,127.3
lgv,sellyOak,edge223,edge3350,2423.56,199.4
lgv,sellyOak,edge223,edge3352,1462.56,123.4
lgv,sellyOak,edge223,edge3356,1544.46,134.0
lgv,sellyOak,edge223,edge50,1458.7,117.8
lgv,sellyOak,edge223,edge52.22,1154.59,102.7
lgv,sellyOak,edge223,edge68,1459.48,112.6
lgv,sellyOak,edge223,edge74,1021.2,79.1
lgv,sellyOak,edge223,edge8,1433.36,110.9
lgv,sellyOak,edge223,edge80,1447.02,110.8
lgv,sellyOak,edge223,edge83,2713.3,213.3
lgv,sellyOak,edge225.0,edge118,3057.63,235.3
lgv,sellyOak,edge225.0,edge119,3134.15,240.9
lgv,sellyOak,edge225.0,edge12,2853.49,216.5
lgv,sellyOak,edge225.0,edge120,3127.67,236.7
lgv,sellyOak,edge225.0,edge127,1477.5,101.6
lgv,sellyOak,edge225.0,edge16,2648.77,199.4
lgv,sellyOak,edge225.0,edge169,2186.91,162.2
lgv,sellyOak,edge225.0,edge180,3582.19,281.9
lgv,sellyOak,edge225.0,edge217,1686.18,116.9
lgv,sellyOak,edge225.0,edge25,3465.54,266.2
lgv,sellyOak,edge225.0,edge267,3547.31,265.0
lgv,sellyOak,edge225.0,edge271,1748.39,121.8
lgv,sellyOak,edge225.0,edge294,875.29,71.9
lgv,sellyOak,edge225.0,edge30,3584.51,285.2
lgv,sellyOak,edge225.0,edge3027,2481.12,185.1
lgv,sellyOak,edge225.0,edge3117,1560.59,107.6
lgv,sellyOak,edge225.0,edge3179,897.65,75.5
lgv,sellyOak,edge225.0,edge3262,999.67,83.3
lgv,sellyOak,edge225.0,edge3263,998.41,81.1
lgv,sellyOak,edge225.0,edge3350,3143.88,241.6
lgv,sellyOak,edge225.0,edge3352,523.56,45.6
lgv,sellyOak,edge225.0,edge3356,2264.78,176.2
lgv,sellyOak,edge225.0,edge50,1080.56,87.6
lgv,sellyOak,edge225.0,edge52.22,348.31,42.1
lgv,sellyOak,edge225.0,edge68,1144.57,95.6
lgv,sellyOak,edge225.0,edge74,1741.52,121.3
lgv,sellyOak,edge225.0,edge8,1118.45,93.9
lgv,sellyOak,edge225.0,edge80,2167.34,153.1
lgv,sellyOak,edge225.0,edge83,3433.62,255.5
lgv,sellyOak,edge23,edge118,1197.61,103.4
lgv,sellyOak,edge23,edge119,1274.13,108.9
lgv,sellyOak,edge23,edge12,993.47,84.5
lgv,sellyOak,edge23,edge120,1267.65,104.6
lgv,sellyOak,edge23,edge127,963.12,85.5
lgv,sellyOak,edge23,edge16,788.75,67.3
lgv,sellyOak,edge23,edge169,709.96,69.7
lgv,sellyOak,edge23,edge180,1722.17,150.1
lgv,sellyOak,edge23,edge217,838.33,76.4
lgv,sellyOak,edge23,edge25,1605.52,134.1
lgv,sellyOak,edge23,edge267,1687.29,133.0
lgv,sellyOak,edge23,edge271,1006.05,105.3
lgv,sellyOak,edge23,edge294,2605.62,190.8
lgv,sellyOak,edge23,edge30,1724.49,153.3
lgv,sellyOak,edge23,edge3027,621.1,53.3
lgv,sellyOak,edge23,edge3117,695.38,65.6
lgv,sellyOak,edge23,edge3179,2641.04,195.3
lgv,sellyOak,edge23,edge3262,2743.06,203.4
lgv,sellyOak,edge23,edge3263,2741.8,201.2
lgv,sellyOak,edge23,edge3350,1283.86,109.6
lgv,sellyOak,edge23,edge3352,2548.48,197.0
lgv,sellyOak,edge23,edge3356,577.2,65.9
lgv,sellyOak,edge23,edge50,1489.19,130.1
lgv,sellyOak,edge23,edge52.22,2240.51,176.7
lgv,sellyOak,edge23,edge68,2545.4,186.4
lgv,sellyOak,edge23,edge74,893.67,80.4
lgv,sellyOak,edge23,edge8,2519.28,184.6
lgv,sellyOak,edge23,edge80,998.5,88.4
lgv,sellyOak,edge23,edge83,1573.6,123.7
lgv,sellyOak,edge246,edge118,3431.49,254.5
lgv,sellyOak,edge246,edge119,3508.01,260.1
lgv,sellyOak,edge246,edge12,3227.35,235.7
lgv,sellyOak,edge246,edge120,3501.53,256.0
lgv,sellyOak,edge246,edge127,1851.36,120.8
lgv,sellyOak,edge246,edge16,3022.63,218.5
lgv,sellyOak,edge246,edge169,2560.77,181.8
lgv,sellyOak,edge246,edge180,3956.05,301.4
lgv,sellyOak,edge246,edge217,2060.04,136.5
lgv,sellyOak,edge246,edge25,3839.4,285.5
lgv,sellyOak,edge246,edge267,3921.17,284.5
lgv,sellyOak,edge246,edge271,2122.25,141.1
lgv,sellyOak,edge246,edge294,686.0,51.4
lgv,sellyOak,edge246,edge30,3958.37,304.5
lgv,sellyOak,edge246,edge3027,2854.98,204.7
lgv,sellyOak,edge246,edge3117,1934.45,127.1
lgv,sellyOak,edge246,edge3179,721.42,55.9
lgv,sellyOak,edge246,edge3262,823.44,63.7
lgv,sellyOak,edge246,edge3263,822.18,61.6
lgv,sellyOak,edge246,edge3350,3517.74,260.9
lgv,sellyOak,edge246,edge3352,913.14,72.9
lgv,sellyOak,edge246,edge3356,2638.64,195.5
lgv,sellyOak,edge246,edge50,1454.42,106.9
lgv,sellyOak,edge246,edge52.22,1143.23,92.0
lgv,sellyOak,edge246,edge68,1512.58,119.2
lgv,sellyOak,edge246,edge74,2115.38,140.6
lgv,sellyOak,edge246,edge8,588.06,44.1
lgv,sellyOak,edge246,edge80,2541.2,172.5
lgv,sellyOak,edge246,edge83,3807.48,275.0
lgv,sellyOak,edge255,edge118,1074.61,86.3
lgv,sellyOak,edge255,edge119,1151.13,91.7
lgv,sellyOak,edge255,edge12,1226.62,97.7
lgv,sellyOak,edge255,edge120,1144.65,87.4
lgv,sellyOak,edge255,edge127,2328.76,183.8
lgv,sellyOak,edge255,edge16,1053.99,86.7
lgv,sellyOak,edge255,edge169,1676.52,127.0
lgv,sellyOak,edge255,edge180,318.03,27.6
lgv,sellyOak,edge255,edge217,2203.97,174.4
lgv,sellyOak,edge255,edge25,916.64,79.6
lgv,sellyOak,edge255,edge267,286.66,24.1
lgv,sellyOak,edge255,edge271,2371.69,203.3
lgv,sellyOak,edge255,edge294,3971.26,288.9
lgv,sellyOak,edge255,edge30,873.47,76.4
lgv,sellyOak,edge255,edge3027,1215.68,93.6
lgv,sellyOak,edge255,edge3117,2061.02,163.7
lgv,sellyOak,edge255,edge3179,4006.68,293.3
lgv,sellyOak,edge255,edge3262,4108.7,301.2
lgv,sellyOak,edge255,edge3263,4107.44,299.2
lgv,sellyOak,edge255,edge3350,1160.86,92.4
lgv,sellyOak,edge255,edge3352,3914.12,295.3
lgv,sellyOak,edge255,edge3356,1727.49,149.6
lgv,sellyOak,edge255,edge50,2854.83,227.9
lgv,sellyOak,edge255,edge52.22,3606.15,274.6
lgv,sellyOak,edge255,edge68,3911.04,284.5
lgv,sellyOak,edge255,edge74,2259.31,178.5
lgv,sellyOak,edge255,edge8,3884.92,282.7
lgv,sellyOak,edge255,edge80,2364.14,186.3
lgv,sellyOak,edge255,edge83,2065.63,160.2
lgv,sellyOak,edge262,edge118,1742.98,145.8
lgv,sellyOak,edge262,edge119,1819.5,151.7
lgv,sellyOak,edge262,edge12,1538.84,127.2
lgv,sellyOak,edge262,edge120,1813.02,147.4
lgv,sellyOak,edge262,edge127,515.14,38.6
lgv,sellyOak,edge262,edge16,1334.12,110.0
lgv,sellyOak,edge262,edge169,872.26,73.0
lgv,sellyOak,edge262,edge180,2267.54,192.7
lgv,sellyOak,edge262,edge217,93.03,11.2
lgv,sellyOak,edge262,edge25,2150.89,176.8
lgv,sellyOak,edge262,edge267,2232.66,175.8
lgv,sellyOak,edge262,edge271,433.74,32.5
lgv,sellyOak,edge262,edge294,2157.64,143.9
lgv,sellyOak,edge262,edge30,2269.86,196.0
lgv,sellyOak,edge262,edge3027,1166.47,96.0
lgv,sellyOak,edge262,edge3117,257.89,19.3
lgv,sellyOak,edge262,edge3179,2193.06,148.4
lgv,sellyOak,edge262,edge3262,2295.08,156.1
lgv,sellyOak,edge262,edge3263,2293.82,154.0
lgv,sellyOak,edge262,edge3350,1829.23,152.5
lgv,sellyOak,edge262,edge3352,2100.5,149.8
lgv,sellyOak,edge262,edge3356,950.13,87.1
lgv,sellyOak,edge262,edge50,1041.21,83.0
lgv,sellyOak,edge262,edge52.22,1792.53,129.4
lgv,sellyOak,edge262,edge68,2097.42,139.3
lgv,sellyOak,edge262,edge74,562.4,62.3
lgv,sellyOak,edge262,edge8,2071.3,137.4
lgv,sellyOak,edge262,edge80,852.69,63.9
lgv,sellyOak,edge262,edge83,2118.97,166.3
lgv,sellyOak,edge272,edge118,1890.86,160.4
lgv,sellyOak,edge272,edge119,1967.38,166.1
lgv,sellyOak,edge272,edge12,1686.72,141.7
lgv,sellyOak,edge272,edge120,1960.9,162.0
lgv,sellyOak,edge272,edge127,931.21,69.7
lgv,sellyOak,edge272,edge16,1482.0,124.8
lgv,sellyOak,edge272,edge169,1020.14,87.5
lgv,sellyOak,edge272,edge180,2415.42,207.5
lgv,sellyOak,edge272,edge217,806.42,60.4
lgv,sellyOak,edge272,edge25,2298.77,191.6
lgv,sellyOak,edge272,edge267,2380.54,190.3
lgv,sellyOak,edge272,edge271,1063.39,96.1
lgv,sellyOak,edge272,edge294,2573.71,175.0
lgv,sellyOak,edge272,edge30,2417.74,210.6
lgv,sellyOak,edge272,edge3027,1314.35,110.6
lgv,sellyOak,edge272,edge3117,663.47,49.7
lgv,sellyOak,edge272,edge3179,2609.13,179.5
lgv,sellyOak,edge272,edge3262,2711.15,187.4
lgv,sellyOak,edge272,edge3263,2709.89,185.2
lgv,sellyOak,edge272,edge3350,1977.11,166.7
lgv,sellyOak,edge272,edge3352,2516.57,181.4
lgv,sellyOak,edge272,edge3356,1098.01,101.5
lgv,sellyOak,edge272,edge50,1457.28,114.0
lgv,sellyOak,edge272,edge52.22,2208.6,160.4
lgv,sellyOak,edge272,edge68,2513.49,170.5
lgv,sellyOak,edge272,edge74,861.76,64.6
lgv,sellyOak,edge272,edge8,2487.37,168.6
lgv,sellyOak,edge272,edge80,1482.34,127.4
lgv,sellyOak,edge272,edge83,2266.85,180.9
lgv,sellyOak,edge276,edge118,978.04,77.0
lgv,sellyOak,edge276,edge119,1054.56,82.9
lgv,sellyOak,edge276,edge12,1123.54,88.6
lgv,sellyOak,edge276,edge120,1048.08,78.5
lgv,sellyOak,edge276,edge127,2225.68,174.2
lgv,sellyOak,edge276,edge16,950.91,77.4
lgv,sellyOak,edge276,edge169,1573.44,117.8
lgv,sellyOak,edge276,edge180,1214.49,106.2
lgv,sellyOak,edge276,edge217,2100.89,165.1
lgv,sellyOak,edge276,edge25,1097.84,90.4
lgv,sellyOak,edge276,edge267,1179.61,89.2
lgv,sellyOak,edge276,edge271,2268.61,193.9
lgv,sellyOak,edge276,edge294,3868.18,279.6
lgv,sellyOak,edge276,edge30,1216.81,109.5
lgv,sellyOak,edge276,edge3027,1112.6,84.3
lgv,sellyOak,edge276,edge3117,1957.94,154.3
lgv,sellyOak,edge276,edge3179,3903.6,284.1
lgv,sellyOak,edge276,edge3262,4005.62,291.9
lgv,sellyOak,edge276,edge3263,4004.36,289.8
lgv,sellyOak,edge276,edge3350,1064.29,83.6
lgv,sellyOak,edge276,edge3352,3811.04,285.7
lgv,sellyOak,edge276,edge3356,1624.41,140.3
lgv,sellyOak,edge276,edge50,2751.75,218.8
lgv,sellyOak,edge276,edge52.22,3503.07,265.3
lgv,sellyOak,edge276,edge68,3807.96,275.1
lgv,sellyOak,edge276,edge74,2156.23,169.1
lgv,sellyOak,edge276,edge8,3781.84,273.1
lgv,sellyOak,edge276,edge80,2261.06,176.9
lgv,sellyOak,edge31,edge118,1073.87,86.3
lgv,sellyOak,edge31,edge119,1150.39,91.7
lgv,sellyOak,edge31,edge12,1225.88,98.1
lgv,sellyOak,edge31,edge120,1143.91,87.6
lgv,sellyOak,edge31,edge127,2328.02,183.9
lgv,sellyOak,edge31,edge16,1053.25,86.9
lgv,sellyOak,edge31,edge169,1675.78,127.6
lgv,sellyOak,edge31,edge180,395.96,47.2
lgv,sellyOak,edge31,edge217,2203.23,174.6
lgv,sellyOak,edge31,edge25,915.9,79.7
lgv,sellyOak,edge31,edge267,361.08,32.7
lgv,sellyOak,edge31,edge271,2370.95,203.8
lgv,sellyOak,edge31,edge294,3970.52,289.2
lgv,sellyOak,edge31,edge30,872.73,76.6
lgv,sellyOak,edge31,edge3027,1214.94,93.9
lgv,sellyOak,edge31,edge3117,2060.28,164.0
lgv,sellyOak,edge31,edge3179,4005.94,293.7
lgv,sellyOak,edge31,edge3262,4107.96,301.6
lgv,sellyOak,edge31,edge3263,4106.7,299.4
lgv,sellyOak,edge31,edge3350,1160.12,92.7
lgv,sellyOak,edge31,edge3352,3913.38,295.1
lgv,sellyOak,edge31,edge3356,1726.75,150.0
lgv,sellyOak,edge31,edge50,2854.09,228.3
lgv,sellyOak,edge31,edge52.22,3605.41,274.9
lgv,sellyOak,edge31,edge68,3910.3,284.6
lgv,sellyOak,edge31,edge74,2258.57,178.8
lgv,sellyOak,edge31,edge8,3884.18,282.7
lgv,sellyOak,edge31,edge80,2363.4,186.6
lgv,sellyOak,edge31,edge83,2064.89,160.6
lgv,sellyOak,edge3267,edge118,698.32,63.8
lgv,sellyOak,edge3267,edge119,159.81,15.8
lgv,sellyOak,edge3267,edge12,506.51,46.1
lgv,sellyOak,edge3267,edge120,768.36,65.3
lgv,sellyOak,edge3267,edge127,1594.57,131.0
lgv,sellyOak,edge3267,edge16,319.8,34.0
lgv,sellyOak,edge3267,edge169,942.33,74.4
lgv,sellyOak,edge3267,edge180,1222.88,110.4
lgv,sellyOak,edge3267,edge217,1469.78,121.4
lgv,sellyOak,edge3267,edge25,1106.23,94.8
lgv,sellyOak,edge3267,edge267,1188.0,93.5
lgv,sellyOak,edge3267,edge271,1637.5,150.5
lgv,sellyOak,edge3267,edge294,3237.07,236.3
lgv,sellyOak,edge3267,edge30,1225.2,113.9
lgv,sellyOak,edge3267,edge3027,481.49,40.8
lgv,sellyOak,edge3267,edge3117,1326.83,110.7
lgv,sellyOak,edge3267,edge3179,3272.49,240.6
lgv,sellyOak,edge3267,edge3262,3374.51,248.5
lgv,sellyOak,edge3267,edge3263,3373.25,246.4
lgv,sellyOak,edge3267,edge3350,169.54,16.6
lgv,sellyOak,edge3267,edge3352,3179.93,242.2
lgv,sellyOak,edge3267,edge3356,993.3,96.7
lgv,sellyOak,edge3267,edge50,2120.64,175.3
lgv,sellyOak,edge3267,edge52.22,2871.96,221.8
lgv,sellyOak,edge3267,edge68,3176.85,231.8
lgv,sellyOak,edge3267,edge74,1525.12,125.9
lgv,sellyOak,edge3267,edge8,3150.73,229.8
lgv,sellyOak,edge3267,edge80,1629.95,133.5
lgv,sellyOak,edge3267,edge83,1074.31,84.2
lgv,sellyOak,edge3268,edge118,588.57,55.4
lgv,sellyOak,edge3268,edge119,665.09,61.2
lgv,sellyOak,edge3268,edge12,396.76,38.0
lgv,sellyOak,edge3268,edge120,658.61,56.9
lgv,sellyOak,edge3268,edge127,1484.82,122.7
lgv,sellyOak,edge3268,edge16,210.05,25.7
lgv,sellyOak,edge3268,edge169,832.58,66.1
lgv,sellyOak,edge3268,edge180,1113.13,102.1
lgv,sellyOak,edge3268,edge217,1360.03,113.3
lgv,sellyOak,edge3268,edge25,996.48,86.5
lgv,sellyOak,edge3268,edge267,1078.25,85.2
lgv,sellyOak,edge3268,edge271,1527.75,142.2
lgv,sellyOak,edge3268,edge294,3127.32,227.7
lgv,sellyOak,edge3268,edge30,1115.45,105.6
lgv,sellyOak,edge3268,edge3027,371.74,32.5
lgv,sellyOak,edge3268,edge3117,1217.08,102.5
lgv,sellyOak,edge3268,edge3179,3162.74,232.1
lgv,sellyOak,edge3268,edge3262,3264.76,240.1
lgv,sellyOak,edge3268,edge3263,3263.5,237.9
lgv,sellyOak,edge3268,edge3350,674.82,61.9
lgv,sellyOak,edge3268,edge3352,3070.18,233.9
lgv,sellyOak,edge3268,edge3356,883.55,88.5
lgv,sellyOak,edge3268,edge50,2010.89,167.0
lgv,sellyOak,edge3268,edge52.22,2762.21,213.4
lgv,sellyOak,edge3268,edge68,3067.1,223.3
lgv,sellyOak,edge3268,edge74,1415.37,117.3
lgv,sellyOak,edge3268,edge8,3040.98,221.6
lgv,sellyOak,edge3268,edge80,1520.2,124.9
lgv,sellyOak,edge3268,edge83,964.56,75.9
lgv,sellyOak,edge3269,edge118,233.17,25.1
lgv,sellyOak,edge3269,edge119,309.69,30.7
lgv,sellyOak,edge3269,edge12,656.39,61.3
lgv,sellyOak,edge3269,edge120,303.21,26.6
lgv,sellyOak,edge3269,edge127,1744.45,145.7
lgv,sellyOak,edge3269,edge16,469.68,48.9
lgv,sellyOak,edge3269,edge169,1092.21,89.5
lgv,sellyOak,edge3269,edge180,1372.76,125.5
lgv,sellyOak,edge3269,edge217,1619.66,136.8
lgv,sellyOak,edge3269,edge25,1256.11,110.0
lgv,sellyOak,edge3269,edge267,1337.88,108.9
lgv,sellyOak,edge3269,edge271,1787.38,165.8
lgv,sellyOak,edge3269,edge294,3386.95,251.2
lgv,sellyOak,edge3269,edge30,1375.08,128.9
lgv,sellyOak,edge3269,edge3027,631.37,55.9
lgv,sellyOak,edge3269,edge3117,1476.71,125.8
lgv,sellyOak,edge3269,edge3179,3422.37,255.9
lgv,sellyOak,edge3269,edge3262,3524.39,263.7
lgv,sellyOak,edge3269,edge3263,3523.13,261.2
lgv,sellyOak,edge3269,edge3350,319.42,31.6
lgv,sellyOak,edge3269,edge3352,3329.81,257.2
lgv,sellyOak,edge3269,edge3356,1143.18,112.0
lgv,sellyOak,edge3269,edge50,2270.52,190.3
lgv,sellyOak,edge3269,edge52.22,3021.84,236.6
lgv,sellyOak,edge3269,edge68,3326.73,246.6
lgv,sellyOak,edge3269,edge74,1675.0,140.9
lgv,sellyOak,edge3269,edge8,3300.61,244.8
lgv,sellyOak,edge3269,edge80,1779.83,148.7
lgv,sellyOak,edge3269,edge83,1224.19,99.4
lgv,sellyOak,edge3351,edge118,173.63,13.0
lgv,sellyOak,edge3351,edge119,260.84,19.6
lgv,sellyOak,edge3351,edge12,607.54,50.0
lgv,sellyOak,edge3351,edge120,869.39,69.1
lgv,sellyOak,edge3351,edge127,1695.6,134.5
lgv,sellyOak,edge3351,edge16,420.83,37.8
lgv,sellyOak,edge3351,edge169,1043.36,78.1
lgv,sellyOak,edge3351,edge180,1323.91,114.3
lgv,sellyOak,edge3351,edge217,1570.81,125.2
lgv,sellyOak,edge3351,edge25,1207.26,98.6
lgv,sellyOak,edge3351,edge267,1289.03,97.5
lgv,sellyOak,edge3351,edge271,1738.53,154.2
lgv,sellyOak,edge3351,edge294,3338.1,239.9
lgv,sellyOak,edge3351,edge30,1326.23,117.7
lgv,sellyOak,edge3351,edge3027,582.52,44.6
lgv,sellyOak,edge3351,edge3117,1427.86,114.6
lgv,sellyOak,edge3351,edge3179,3373.52,244.3
lgv,sellyOak,edge3351,edge3262,3475.54,252.1
lgv,sellyOak,edge3351,edge3263,3474.28,250.0
lgv,sellyOak,edge3351,edge3350,270.57,20.3
lgv,sellyOak,edge3351,edge3352,3280.96,246.1
lgv,sellyOak,edge3351,edge3356,1094.33,100.9
lgv,sellyOak,edge3351,edge50,2221.67,178.9
lgv,sellyOak,edge3351,edge52.22,2972.99,225.4
lgv,sellyOak,edge3351,edge68,3277.88,235.5
lgv,sellyOak,edge3351,edge74,1626.15,129.4
lgv,sellyOak,edge3351,edge8,3251.76,233.5
lgv,sellyOak,edge3351,edge80,1730.98,137.3
lgv,sellyOak,edge3351,edge83,1175.34,88.0
lgv,sellyOak,edge43,edge118,1691.35,145.4
lgv,sellyOak,edge43,edge119,1767.87,151.2
lgv,sellyOak,edge43,edge12,1487.21,126.5
lgv,sellyOak,edge43,edge120,1761.39,146.8
lgv,sellyOak,edge43,edge127,463.51,38.1
lgv,sellyOak,edge43,edge16,1282.49,109.6
lgv,sellyOak,edge43,edge169,820.63,72.6
lgv,sellyOak,edge43,edge180,2215.91,192.1
lgv,sellyOak,edge43,edge217,482.41,61.3
lgv,sellyOak,edge43,edge25,2099.26,176.4
lgv,sellyOak,edge43,edge267,2181.03,175.1
lgv,sellyOak,edge43,edge271,382.11,32.0
lgv,sellyOak,edge43,edge294,2106.01,143.4
lgv,sellyOak,edge43,edge30,2218.23,195.4
lgv,sellyOak,edge43,edge3027,1114.84,95.7
lgv,sellyOak,edge43,edge3117,206.26,18.8
lgv,sellyOak,edge43,edge3179,2141.43,147.9
lgv,sellyOak,edge43,edge3262,2243.45,155.7
lgv,sellyOak,edge43,edge3263,2242.19,153.6
lgv,sellyOak,edge43,edge3350,1777.6,151.9
lgv,sellyOak,edge43,edge3352,2048.87,149.5
lgv,sellyOak,edge43,edge3356,898.5,86.5
lgv,sellyOak,edge43,edge50,989.58,82.5
lgv,sellyOak,edge43,edge52.22,1740.9,129.2
lgv,sellyOak,edge43,edge68,2045.79,138.9
lgv,sellyOak,edge43,edge74,92.6,10.4
lgv,sellyOak,edge43,edge8,2019.67,137.1
lgv,sellyOak,edge43,edge80,801.06,63.4
lgv,sellyOak,edge43,edge83,2067.34,165.7
lgv,sellyOak,edge77,edge118,1476.16,131.1
lgv,sellyOak,edge77,edge119,1552.68,136.8
lgv,sellyOak,edge77,edge12,1272.02,111.9
lgv,sellyOak,edge77,edge120,1546.2,132.2
lgv,sellyOak,edge77,edge127,727.63,72.7
lgv,sellyOak,edge77,edge16,1067.3,95.0
lgv,sellyOak,edge77,edge169,605.44,57.9
lgv,sellyOak,edge77,edge180,2000.72,177.5
lgv,sellyOak,edge77,edge217,439.85,51.3
lgv,sellyOak,edge77,edge25,1884.07,162.0
lgv,sellyOak,edge77,edge267,1965.84,160.6
lgv,sellyOak,edge77,edge271,646.23,66.6
lgv,sellyOak,edge77,edge294,2370.13,178.0
lgv,sellyOak,edge77,edge30,2003.04,181.0
lgv,sellyOak,edge77,edge3027,899.65,81.1
lgv,sellyOak,edge77,edge3117,470.38,53.5
lgv,sellyOak,edge77,edge3179,2405.55,182.4
lgv,sellyOak,edge77,edge3262,2507.57,190.2
lgv,sellyOak,edge77,edge3263,2506.31,188.1
lgv,sellyOak,edge77,edge3350,1562.41,137.6
lgv,sellyOak,edge77,edge3352,2312.99,184.2
lgv,sellyOak,edge77,edge3356,683.31,72.0
lgv,sellyOak,edge77,edge50,1253.7,117.1
lgv,sellyOak,edge77,edge52.22,2005.02,163.7
lgv,sellyOak,edge77,edge68,2309.91,173.5
lgv,sellyOak,edge77,edge74,495.19,55.4
lgv,sellyOak,edge77,edge8,2283.79,171.5
lgv,sellyOak,edge77,edge80,1065.18,98.2
lgv,sellyOak,edge77,edge83,1852.15,151.3
lgv,sellyOak,edge93,edge118,3482.77,258.2
lgv,sellyOak,edge93,edge119,3559.29,264.1
lgv,sellyOak,edge93,edge12,3278.63,239.7
lgv,sellyOak,edge93,edge120,3552.81,260.0
lgv,sellyOak,edge93,edge127,1902.64,124.7
lgv,sellyOak,edge93,edge16,3073.91,222.4
lgv,sellyOak,edge93,edge169,2612.05,185.5
lgv,sellyOak,edge93,edge180,4007.33,304.9
lgv,sellyOak,edge93,edge217,2111.32,140.3
lgv,sellyOak,edge93,edge25,3890.68,289.5
lgv,sellyOak,edge93,edge267,3972.45,288.3
lgv,sellyOak,edge93,edge271,2173.53,144.9
lgv,sellyOak,edge93,edge294,1624.08,127.4
lgv,sellyOak,edge93,edge30,4009.65,308.5
lgv,sellyOak,edge93,edge3027,2906.26,208.3
lgv,sellyOak,edge93,edge3117,1985.73,130.9
lgv,sellyOak,edge93,edge3179,328.58,26.5
lgv,sellyOak,edge93,edge3262,430.6,34.3
lgv,sellyOak,edge93,edge3263,429.34,32.2
